"","都道府県名","所在地","標高","水源種別","利用目的","井戸深度","採水標高","気温","水温","湧出量","水質(外観臭味)","pH","toukei","hokui"
"783","長野県","大鹿村",NA,"湧泉","温泉・鉱泉",NA,NA,26.7,13.7,NA,NA,7.7,138.055277777778,35.5797222222222
"784","長野県","大鹿村",NA,"湧泉","温泉・鉱泉",NA,NA,26.7,11.3,NA,NA,7.9,138.055277777778,35.5797222222222
"785","長野県","大鹿村",NA,"湧泉","温泉・鉱泉",NA,NA,23.8,19.3,NA,NA,8.4,138.055277777778,35.5797222222222
"786","長野県","大鹿村",NA,"湧泉","温泉・鉱泉",NA,NA,24.6,24.8,NA,NA,9,138.1,35.5027777777778
"787","長野県","大鹿村",NA,"湧泉","温泉・鉱泉",NA,NA,16.4,11.9,NA,NA,9.3,138.1,35.5138888888889
"788","長野県","大鹿村",NA,"湧泉","温泉・鉱泉",NA,NA,19.5,16.4,NA,NA,8.1,138.063888888889,35.5388888888889
"789","長野県","No.1",NA,"不明","温泉・鉱泉",NA,NA,NA,44,NA,NA,8.4,137.980555555556,36.8611111111111
"790","長野県","No.2",NA,"不明","温泉・鉱泉",NA,NA,NA,55.7,NA,NA,7.4,137.980555555556,36.8611111111111
"791","長野県","No.3",NA,"不明","温泉・鉱泉",NA,NA,NA,84,NA,NA,8,137.980555555556,36.8611111111111
"792","長野県","No.4",NA,"不明","温泉・鉱泉",NA,NA,NA,85,NA,NA,8,137.980555555556,36.8611111111111
"793","長野県","No.5",NA,"不明","温泉・鉱泉",NA,NA,NA,55,NA,NA,8.4,137.980555555556,36.8611111111111
"794","長野県","No.1",NA,"不明","温泉・鉱泉",NA,NA,NA,89,NA,NA,8.6,138.447222222222,36.9222222222222
"795","長野県","No.2",NA,"不明","温泉・鉱泉",NA,NA,NA,85,NA,NA,8.8,138.447222222222,36.9222222222222
"796","長野県","No.3",NA,"不明","温泉・鉱泉",NA,NA,NA,56.2,NA,NA,8.6,138.447222222222,36.9222222222222
"797","長野県","No.1",NA,"不明","温泉・鉱泉",NA,NA,NA,98,NA,NA,8.4,138.438888888889,36.7333333333333
"798","長野県","No.2",NA,"不明","温泉・鉱泉",NA,NA,NA,84.5,NA,NA,8.8,138.438888888889,36.7333333333333
"799","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,65,NA,NA,6.8,138.430555555556,36.6694444444444
"800","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,66,NA,NA,6.4,138.469444444444,36.6555555555556
"801","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,75,NA,NA,7.2,138.480555555556,36.6583333333333
"802","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,53,NA,NA,7.6,138.616666666667,36.3888888888889
"803","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,13.5,NA,NA,6.4,138.605555555556,36.2194444444444
"804","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,33,NA,NA,9.4,138.116666666667,36.3444444444444
"805","長野県","No.1",NA,"不明","温泉・鉱泉",NA,NA,NA,42,NA,NA,3.2,138.372222222222,36.0083333333333
"806","長野県","No.2",NA,"不明","温泉・鉱泉",NA,NA,NA,45,NA,NA,5.8,138.372222222222,36.0083333333333
"807","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,24.6,NA,NA,9,138.1,35.5027777777778
"808","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,7.5,NA,NA,7.4,138.133333333333,35.6555555555556
"809","長野県","下水内郡栄村",NA,"不明","温泉・鉱泉",NA,NA,NA,45,"18.0",NA,6.7,138.634722222222,36.8511111111111
"810","長野県","下水内郡栄村",NA,"不明","温泉・鉱泉",NA,NA,NA,48,"228.0",NA,7.6,138.620555555556,36.85
"811","長野県","下水内郡栄村",NA,"不明","温泉・鉱泉",NA,NA,NA,36,"288.0",NA,7.7,138.622222222222,36.83
"812","長野県","下水内郡栄村",NA,"不明","温泉・鉱泉",NA,NA,NA,55.4,"300.0",NA,7.9,138.618333333333,36.8122222222222
"813","長野県","下高井郡野沢温泉村",NA,"不明","温泉・鉱泉",NA,NA,NA,89.2,"1528.0",NA,9.2,138.446388888889,36.9225
"814","長野県","飯山市",NA,"不明","温泉・鉱泉","773.0",NA,NA,37.5,NA,NA,8.2,138.420833333333,36.9408333333333
"815","長野県","飯山市",NA,"不明","温泉・鉱泉",NA,NA,NA,30.4,NA,NA,7.5,138.416666666667,36.8841666666667
"816","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉","49.0",NA,NA,84.5,NA,NA,8.2,138.409722222222,36.7469444444444
"817","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉",NA,NA,NA,94.5,"284.0",NA,8,138.415277777778,36.7513888888889
"818","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉","60.0",NA,NA,92,"1421.0",NA,8.1,138.418055555556,36.7436111111111
"819","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉","260.0",NA,NA,85.5,"1368.0",NA,6.8,138.418333333333,36.7391666666667
"820","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉","69.0",NA,NA,98,"1129.0",NA,6.8,138.421111111111,36.7336111111111
"821","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉","200.0",NA,NA,81,"690.0",NA,7,138.432222222222,36.7269444444444
"822","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉","72.0",NA,NA,97.4,"1507.0",NA,7.4,138.426666666667,36.7369444444444
"823","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉","55.0",NA,NA,97.8,"91.0",NA,8,138.437777777778,36.7338888888889
"824","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉",NA,NA,NA,67,"300.0",NA,6.8,138.4475,36.7294444444444
"825","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉",NA,NA,NA,76,"3385.0",NA,7.9,138.464166666667,36.7330555555556
"826","長野県","中野市",NA,"不明","温泉・鉱泉",NA,NA,NA,45.7,NA,NA,8.7,138.387777777778,36.71
"827","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉","1.0",NA,NA,82.9,NA,NA,5.7,138.510277777778,36.7269444444444
"828","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉","300.0",NA,NA,67.4,"162.0",NA,6.6,138.501944444444,36.7202777777778
"829","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉","160.0",NA,NA,42.3,"884.0",NA,7.2,138.494166666667,36.6988888888889
"830","長野県","下高井郡山ノ内町",NA,"不明","温泉・鉱泉",NA,NA,NA,46.2,NA,NA,6.4,138.499444444444,36.6822222222222
"831","長野県","上高井郡高山村",NA,"不明","温泉・鉱泉",NA,NA,NA,46.5,"250.0",NA,7.5,138.421111111111,36.6755555555556
"832","長野県","上高井郡高山村",NA,"不明","温泉・鉱泉",NA,NA,NA,75.2,"382.0",NA,7.6,138.428055555556,36.6733333333333
"833","長野県","上高井郡高山村",NA,"不明","温泉・鉱泉",NA,NA,NA,96.2,"134.0",NA,8.3,138.468333333333,36.6605555555556
"834","長野県","上高井郡高山村",NA,"不明","温泉・鉱泉",NA,NA,NA,74,"40.0",NA,8.2,138.4575,36.6580555555556
"835","長野県","下水内郡豊田村",NA,"不明","温泉・鉱泉",NA,NA,NA,32.5,"160.0",NA,7.9,138.316944444444,36.7322222222222
"836","長野県","上高井郡小布施町",NA,"不明","温泉・鉱泉","610.0",NA,NA,40.8,"390.0",NA,8.8,138.33,36.6813888888889
"837","長野県","須坂市",NA,"不明","温泉・鉱泉",NA,NA,NA,33.8,"189.0",NA,8.7,138.331111111111,36.6586111111111
"838","長野県","須坂市",NA,"不明","温泉・鉱泉",NA,NA,NA,34.5,"400.0",NA,7.9,138.342222222222,36.5927777777778
"839","長野県","長野市",NA,"不明","温泉・鉱泉",NA,NA,NA,37.1,NA,NA,8.9,138.279166666667,36.62
"840","長野県","長野市",NA,"不明","温泉・鉱泉",NA,NA,NA,33.8,"1010.0",NA,6.8,138.284166666667,36.5763888888889
"841","長野県","長野市",NA,"不明","温泉・鉱泉",NA,NA,NA,45.1,"1657.0",NA,6.6,138.215,36.5752777777778
"842","長野県","長野市",NA,"不明","温泉・鉱泉",NA,NA,NA,28,"200.0",NA,8.2,138.143333333333,36.6652777777778
"843","長野県","上水内郡中条村",NA,"不明","温泉・鉱泉",NA,NA,NA,10.2,"5.0",NA,7.7,138.049444444444,36.6397222222222
"844","長野県","更埴市",NA,"不明","温泉・鉱泉",NA,NA,NA,24,"30.0",NA,8,138.167222222222,36.5322222222222
"845","長野県","更埴市",NA,"不明","温泉・鉱泉",NA,NA,NA,35,"80.0",NA,8.8,138.160277777778,36.5230555555556
"846","静岡県","三養荘№1",NA,"不明","温泉・鉱泉",NA,NA,NA,53,NA,NA,8.9,138.925555555556,35.0272222222222
"847","静岡県","三養荘№2",NA,"不明","温泉・鉱泉",NA,NA,NA,52,NA,NA,8.8,138.925555555556,35.0272222222222
"848","静岡県","三養荘№3",NA,"不明","温泉・鉱泉",NA,NA,NA,46,NA,NA,8.8,138.925555555556,35.0272222222222
"849","静岡県","白石舘",NA,"不明","温泉・鉱泉",NA,NA,NA,66,NA,NA,9,138.925555555556,35.0272222222222
"850","静岡県","菊の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,54,NA,NA,8.9,138.925555555556,35.0272222222222
"851","静岡県","小坂",NA,"不明","温泉・鉱泉",NA,NA,NA,47,NA,NA,8.5,138.925555555556,35.0272222222222
"852","静岡県","湯元",NA,"不明","温泉・鉱泉",NA,NA,NA,41,NA,NA,8.8,138.925555555556,35.0272222222222
"853","静岡県","姫の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,64,NA,NA,8.9,138.925555555556,35.0272222222222
"854","静岡県","梅の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,71,NA,NA,8.9,138.925555555556,35.0272222222222
"855","静岡県","松の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,50,NA,NA,8.7,138.925555555556,35.0272222222222
"856","静岡県","常夏の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,63,NA,NA,8.7,138.925555555556,35.0272222222222
"857","静岡県","たから湯",NA,"不明","温泉・鉱泉",NA,NA,NA,49,NA,NA,8.9,138.925555555556,35.0272222222222
"858","静岡県","成田の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,60,NA,NA,8.9,138.925555555556,35.0272222222222
"859","静岡県","日の出",NA,"不明","温泉・鉱泉",NA,NA,NA,59.5,NA,NA,8.7,138.925555555556,35.0272222222222
"860","静岡県","藤の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,67,NA,NA,9.2,138.925555555556,35.0272222222222
"861","静岡県","7号",NA,"不明","温泉・鉱泉",NA,NA,NA,68.5,NA,NA,9.2,138.925555555556,35.0272222222222
"862","静岡県","渡り",NA,"不明","温泉・鉱泉",NA,NA,NA,65,NA,NA,9.2,138.925555555556,35.0272222222222
"863","静岡県","南湯",NA,"不明","温泉・鉱泉",NA,NA,NA,53.5,NA,NA,9.1,138.925555555556,35.0272222222222
"864","静岡県","4号",NA,"不明","温泉・鉱泉",NA,NA,NA,56.5,NA,NA,9,138.925555555556,35.0272222222222
"865","静岡県","北湯",NA,"不明","温泉・鉱泉",NA,NA,NA,59,NA,NA,8.9,138.925555555556,35.0272222222222
"866","静岡県","昆しゃ門",NA,"不明","温泉・鉱泉",NA,NA,NA,69,NA,NA,8.9,138.925555555556,35.0272222222222
"867","静岡県","内越",NA,"不明","温泉・鉱泉",NA,NA,NA,59,NA,NA,8.7,138.925555555556,35.0272222222222
"868","静岡県","中堤",NA,"不明","温泉・鉱泉",NA,NA,NA,51,NA,NA,8.9,138.925555555556,35.0272222222222
"869","静岡県","賀川",NA,"不明","温泉・鉱泉",NA,NA,NA,49.5,NA,NA,8.7,138.925555555556,35.0272222222222
"870","静岡県","3号",NA,"不明","温泉・鉱泉",NA,NA,NA,50,NA,NA,9.1,138.925555555556,35.0272222222222
"871","静岡県","鳴沢",NA,"不明","温泉・鉱泉",NA,NA,NA,54,NA,NA,9.4,138.925555555556,35.0272222222222
"872","静岡県","若宮",NA,"不明","温泉・鉱泉",NA,NA,NA,67.5,NA,NA,9.2,138.925555555556,35.0272222222222
"873","静岡県","多聞№4",NA,"不明","温泉・鉱泉",NA,NA,NA,35,NA,NA,9.4,138.925555555556,35.0272222222222
"874","静岡県","多聞№3",NA,"不明","温泉・鉱泉",NA,NA,NA,43,NA,NA,8.4,138.925555555556,35.0272222222222
"875","静岡県","間の上",NA,"不明","温泉・鉱泉",NA,NA,NA,45,NA,NA,9.2,138.925555555556,35.0272222222222
"876","静岡県","西島",NA,"不明","温泉・鉱泉",NA,NA,NA,52.5,NA,NA,8.9,138.925555555556,35.0272222222222
"877","静岡県","神戸",NA,"不明","温泉・鉱泉",NA,NA,NA,45,NA,NA,8.9,138.925555555556,35.0272222222222
"878","静岡県","狸福荘",NA,"不明","温泉・鉱泉",NA,NA,NA,68,NA,NA,9,138.925555555556,35.0272222222222
"879","静岡県","菊の湯（さかや）",NA,"不明","温泉・鉱泉",NA,NA,NA,60,NA,NA,8.9,138.925555555556,35.0272222222222
"880","静岡県","七福",NA,"不明","温泉・鉱泉",NA,NA,NA,57.5,NA,NA,8.8,138.925555555556,35.0272222222222
"881","静岡県","恵比須",NA,"不明","温泉・鉱泉",NA,NA,NA,57,NA,NA,9,138.925555555556,35.0272222222222
"882","静岡県","山田家（8号）",NA,"不明","温泉・鉱泉",NA,NA,NA,68,NA,NA,9.2,138.925555555556,35.0272222222222
"883","静岡県","大黒",NA,"不明","温泉・鉱泉",NA,NA,NA,45.5,NA,NA,9.2,138.925555555556,35.0272222222222
"884","静岡県","妙法",NA,"不明","温泉・鉱泉",NA,NA,NA,48.5,NA,NA,9.3,138.925555555556,35.0272222222222
"885","静岡県","1号",NA,"不明","温泉・鉱泉",NA,NA,NA,66.5,NA,NA,9,138.925555555556,35.0272222222222
"886","静岡県","つつじケ丘",NA,"不明","温泉・鉱泉",NA,NA,NA,67.5,NA,NA,9.2,138.925555555556,35.0272222222222
"887","静岡県","2号",NA,"不明","温泉・鉱泉",NA,NA,NA,63,NA,NA,8.8,138.925555555556,35.0272222222222
"888","静岡県","9号",NA,"不明","温泉・鉱泉",NA,NA,NA,67,NA,NA,9.1,138.925555555556,35.0272222222222
"889","静岡県","5号",NA,"不明","温泉・鉱泉",NA,NA,NA,70,NA,NA,9,138.925555555556,35.0272222222222
"890","静岡県","大和3号",NA,"不明","温泉・鉱泉",NA,NA,NA,69.5,NA,NA,9.1,138.925555555556,35.0272222222222
"891","静岡県","あやめ",NA,"不明","温泉・鉱泉",NA,NA,NA,64,NA,NA,8.9,138.925555555556,35.0272222222222
"892","静岡県","千歳",NA,"不明","温泉・鉱泉",NA,NA,NA,64,NA,NA,9,138.925555555556,35.0272222222222
"893","静岡県","春日",NA,"不明","温泉・鉱泉",NA,NA,NA,61,NA,NA,8.8,138.925555555556,35.0272222222222
"894","静岡県","No.1",NA,"井戸","温泉・鉱泉","14.9",NA,NA,99.4,NA,NA,8.32,138.863888888889,34.6444444444444
"895","静岡県","No.2",NA,"井戸","温泉・鉱泉","60.0",NA,NA,87.7,NA,NA,8.07,138.863888888889,34.6444444444444
"896","静岡県","No.3",NA,"井戸","温泉・鉱泉",NA,NA,NA,78,NA,NA,8.17,138.863888888889,34.6444444444444
"897","静岡県","No.4",NA,"井戸","温泉・鉱泉","64.0",NA,NA,94,NA,NA,8.21,138.863888888889,34.6444444444444
"898","静岡県","No.5",NA,"井戸","温泉・鉱泉",NA,NA,NA,92.3,NA,NA,8.18,138.863888888889,34.6444444444444
"899","静岡県","No.7",NA,"井戸","温泉・鉱泉","180.0",NA,NA,99.5,NA,NA,8.11,138.863888888889,34.6444444444444
"900","静岡県","No.9",NA,"井戸","温泉・鉱泉",NA,NA,NA,99.8,NA,NA,8.11,138.863888888889,34.6444444444444
"901","静岡県","No.10",NA,"井戸","温泉・鉱泉","100.0",NA,NA,99.5,NA,NA,8.13,138.863888888889,34.6444444444444
"902","静岡県","No.13",NA,"井戸","温泉・鉱泉","168.0",NA,NA,99.3,NA,NA,8.14,138.863888888889,34.6444444444444
"903","静岡県","No.14",NA,"井戸","温泉・鉱泉","3.0",NA,NA,52.3,NA,NA,7.68,138.863888888889,34.6444444444444
"904","静岡県","No.16",NA,"井戸","温泉・鉱泉","50.0",NA,NA,90.5,NA,NA,7.68,138.863888888889,34.6444444444444
"905","静岡県","No.17",NA,"井戸","温泉・鉱泉",NA,NA,NA,83.7,NA,NA,7.85,138.863888888889,34.6444444444444
"906","静岡県","No.18",NA,"井戸","温泉・鉱泉",NA,NA,NA,77.7,NA,NA,7.85,138.863888888889,34.6444444444444
"907","静岡県","熱海市",NA,"井戸","温泉・鉱泉","300.0",NA,NA,63,NA,NA,8,139.070277777778,35.0977777777778
"908","静岡県","熱海市",NA,"井戸","温泉・鉱泉","250.0",NA,NA,94.5,NA,NA,8,139.070277777778,35.0977777777778
"909","静岡県","熱海市",NA,"井戸","温泉・鉱泉","145.0",NA,NA,92,NA,NA,8.2,139.070277777778,35.0977777777778
"910","静岡県","熱海市",NA,"井戸","温泉・鉱泉","200.0",NA,NA,88,NA,NA,8.2,139.070277777778,35.0977777777778
"911","静岡県","熱海市",NA,"井戸","温泉・鉱泉","350.0",NA,NA,61,NA,NA,8,139.070277777778,35.0977777777778
"912","静岡県","熱海市",NA,"井戸","温泉・鉱泉","250.0",NA,NA,92,NA,NA,8.5,139.070277777778,35.0977777777778
"913","静岡県","熱海市",NA,"井戸","温泉・鉱泉","73.0",NA,NA,91.2,NA,NA,8.3,139.070277777778,35.0977777777778
"914","静岡県","熱海市",NA,"井戸","温泉・鉱泉",NA,NA,NA,93,NA,NA,8.2,139.070277777778,35.0977777777778
"915","静岡県","熱海市",NA,"井戸","温泉・鉱泉","90.0",NA,NA,83,NA,NA,8.2,139.070277777778,35.0977777777778
"916","静岡県","熱海市",NA,"井戸","温泉・鉱泉","775.0",NA,NA,81,NA,NA,8.1,139.070277777778,35.0977777777778
"917","静岡県","熱海市",NA,"井戸","温泉・鉱泉","123.0",NA,NA,63,NA,NA,8.2,139.070277777778,35.0977777777778
"918","静岡県","熱海市",NA,"井戸","温泉・鉱泉","123.0",NA,NA,62,NA,NA,8.3,139.070277777778,35.0977777777778
"919","静岡県","熱海市",NA,"井戸","温泉・鉱泉","200.0",NA,NA,93.2,NA,NA,8.3,139.070277777778,35.0977777777778
"920","静岡県","熱海市",NA,"井戸","温泉・鉱泉","160.0",NA,NA,82,NA,NA,8.2,139.070277777778,35.0977777777778
"921","静岡県","熱海市",NA,"井戸","温泉・鉱泉","200.0",NA,NA,93,NA,NA,8.3,139.070277777778,35.0977777777778
"922","静岡県","熱海市",NA,"井戸","温泉・鉱泉","350.0",NA,NA,91.2,NA,NA,8.2,139.070277777778,35.0977777777778
"923","静岡県","熱海市",NA,"井戸","温泉・鉱泉","350.0",NA,NA,64,NA,NA,8.2,139.070277777778,35.0977777777778
"924","静岡県","熱海市",NA,"井戸","温泉・鉱泉","450.0",NA,NA,73,NA,NA,8.2,139.070277777778,35.0977777777778
"925","静岡県","熱海市",NA,"井戸","温泉・鉱泉","350.0",NA,NA,83,NA,NA,8.2,139.070277777778,35.0977777777778
"926","静岡県","熱海市",NA,"井戸","温泉・鉱泉","350.0",NA,NA,84,NA,NA,8.1,139.070277777778,35.0977777777778
"927","静岡県","熱海市",NA,"井戸","温泉・鉱泉","260.0",NA,NA,83,NA,NA,8.2,139.070277777778,35.0977777777778
"928","静岡県","熱海市",NA,"井戸","温泉・鉱泉","250.0",NA,NA,78,NA,NA,8.1,139.070277777778,35.0977777777778
"929","静岡県","熱海市",NA,"井戸","温泉・鉱泉","350.0",NA,NA,80.5,NA,NA,8,139.070277777778,35.0977777777778
"930","静岡県","熱海市",NA,"井戸","温泉・鉱泉","236.0",NA,NA,54,NA,NA,8,139.070277777778,35.0977777777778
"931","静岡県","熱海市",NA,"井戸","温泉・鉱泉","181.0",NA,NA,65.5,NA,NA,7.8,139.070277777778,35.0977777777778
"932","静岡県","熱海市",NA,"井戸","温泉・鉱泉","350.0",NA,NA,84,NA,NA,7.9,139.070277777778,35.0977777777778
"933","静岡県","熱海市",NA,"井戸","温泉・鉱泉","300.0",NA,NA,62,NA,NA,7.9,139.070277777778,35.0977777777778
"934","静岡県","熱海市",NA,"井戸","温泉・鉱泉","234.0",NA,NA,72,NA,NA,8.2,139.070277777778,35.0977777777778
"935","静岡県","熱海市",NA,"井戸","温泉・鉱泉","297.0",NA,NA,66,NA,NA,7.8,139.070277777778,35.0977777777778
"936","静岡県","熱海市",NA,"井戸","温泉・鉱泉","350.0",NA,NA,78,NA,NA,8.2,139.070277777778,35.0977777777778
"937","静岡県","熱海市",NA,"井戸","温泉・鉱泉","250.0",NA,NA,48,NA,NA,8.2,139.070277777778,35.0977777777778
"938","静岡県","熱海市",NA,"井戸","温泉・鉱泉","302.0",NA,NA,80.5,NA,NA,7.9,139.070277777778,35.0977777777778
"939","静岡県","熱海市",NA,"井戸","温泉・鉱泉","336.0",NA,NA,73,NA,NA,8.2,139.070277777778,35.0977777777778
"940","静岡県","熱海市",NA,"井戸","温泉・鉱泉","293.0",NA,NA,78.5,NA,NA,8.2,139.070277777778,35.0977777777778
"941","静岡県","熱海市",NA,"井戸","温泉・鉱泉","363.0",NA,NA,67,NA,NA,8,139.070277777778,35.0977777777778
"942","静岡県","熱海市",NA,"井戸","温泉・鉱泉","303.0",NA,NA,58,NA,NA,7.7,139.070277777778,35.0977777777778
"943","静岡県","熱海市",NA,"井戸","温泉・鉱泉","450.0",NA,NA,78.2,NA,NA,8.2,139.070277777778,35.0977777777778
"944","静岡県","熱海市",NA,"井戸","温泉・鉱泉","310.0",NA,NA,71,NA,NA,8,139.070277777778,35.0977777777778
"945","静岡県","熱海市",NA,"井戸","温泉・鉱泉","250.0",NA,NA,72,NA,NA,8.2,139.070277777778,35.0977777777778
"946","静岡県","熱海市",NA,"井戸","温泉・鉱泉","245.0",NA,NA,78,NA,NA,8,139.070277777778,35.0977777777778
"947","静岡県","熱海市",NA,"井戸","温泉・鉱泉","303.0",NA,NA,81.2,NA,NA,8.2,139.070277777778,35.0977777777778
"948","静岡県","熱海市",NA,"井戸","温泉・鉱泉","327.0",NA,NA,50.5,NA,NA,8,139.070277777778,35.0977777777778
"949","静岡県","熱海市",NA,"井戸","温泉・鉱泉","450.0",NA,NA,61.2,NA,NA,7.4,139.070277777778,35.0977777777778
"950","静岡県","熱海市",NA,"井戸","温泉・鉱泉","327.0",NA,NA,69.2,NA,NA,8,139.070277777778,35.0977777777778
"951","静岡県","熱海市",NA,"井戸","温泉・鉱泉","363.0",NA,NA,57,NA,NA,7.7,139.070277777778,35.0977777777778
"952","静岡県","熱海市",NA,"井戸","温泉・鉱泉","300.0",NA,NA,56,NA,NA,7.9,139.070277777778,35.0977777777778
"953","静岡県","熱海市",NA,"井戸","温泉・鉱泉","400.0",NA,NA,65,NA,NA,7.7,139.070277777778,35.0977777777778
"954","静岡県","熱海市",NA,"井戸","温泉・鉱泉","250.0",NA,NA,68,NA,NA,7.8,139.070277777778,35.0977777777778
"955","静岡県","熱海市",NA,"井戸","温泉・鉱泉","300.0",NA,NA,58,NA,NA,8.1,139.070277777778,35.0977777777778
